platform,source,original_name,original_label,disposition,rules,unified_key,reason,flow_group
web,/share/profile/:id (mode!=preview),,SharedProfileRoute -> SharedProfilePageV3 or SharedProfilePage,screen,"M1,S1",profile_detail,Non-preview shared profile is the public presentation of a creator profile,디스커버리
web,/share/profile/:id?mode=preview,,SharedProfileRoute -> SharedProfilePageV3 or SharedProfilePage,screen,"M1,S1",my_profile_preview,"Explicit preview mode is the contract's MY profile preview, not generic profile_detail",마이
web,/share/profile?des=:id (mode!=preview),,SharedProfileRoute -> SharedProfilePageV3 or SharedProfilePage,screen,"M1,S1",profile_detail,Query-parameter compatibility form of the public creator profile,디스커버리
web,/share/profile?des=:id&mode=preview,,SharedProfileRoute -> SharedProfilePageV3 or SharedProfilePage,screen,"M1,S1",my_profile_preview,Query-parameter compatibility form of MY profile preview,마이
web,/share/project/:id,,SharedProjectRoute -> SharedProjectPageV3 or SharedProjectPage,screen,"M1,S1",project_detail,Shared presentation of the same project destination,디스커버리
web,/share/project?des=:id,,SharedProjectRoute -> SharedProjectPageV3 or SharedProjectPage,screen,"M1,S1",project_detail,Query-parameter compatibility form of the same shared project detail,디스커버리
web,/unsubscribe?token=:token,,UnsubscribePage,screen,"S2,M2",settings_marketing_unsubscribe,Direct marketing opt-out is a distinct task from the contract's settings_agreements list and from granting consent,설정
web,/muse/privileges,,MusePrivilegesPage,screen,"M1,S1",settings_muse_privileges,Exact web destination already described by the contract,설정
web,/member/privileges,,MemberPrivilegesPage,screen,"M1,S1",member_privileges,Uses the same general/Beta privileges content as guest privileges; current key vocabulary already exists in routes.ts but is absent from the 151-key contract,마이
web,/guest/privileges?code=:inviteCode,signup_general_privileges,GuestPrivilegesPage,screen,"M1,S1",member_privileges,"Current GA name is suitable as the proposed contract key, but launch surface remains unproven in this snapshot",마이
web,/discovery/keywords,,KeywordsDiscoveryPage,screen,"M1,S1",finder_keyword_recommend,The Shuffle keyword recommendation web screen matches the contract exactly,파인더
web,/discovery/network/:uid?,,DiscoveryNetworkRoutePage,screen,"M1,M4,S1",network_browse,Optional uid changes the dial's focused person inside the same network-browse destination,파인더
web,/discovery/quiz,,QuizDiscoveryPage,excluded,X2,,"Discovery feed module state; count home_feed, not a separate screen",
web,/discovery/tag-cloud,,TagCloudDiscoveryPage,excluded,X2,,"Discovery feed module state; count home_feed, not a separate screen",
web,/discovery/ticker,,TickerDiscoveryPage,excluded,X2,,"Discovery feed module state; count home_feed, not a separate screen",
web,/onboarding/intro (mode absent or mode=create),,OnboardingIntroPage,screen,"M3,S2",profile_cover_create,Cover-template selection is the first step of profile-cover creation,회원가입
web,/onboarding/intro?mode=edit,,OnboardingIntroPage,screen,"M2,M3,S2",profile_cover_edit,"The query changes the result from first creation to editing, while template choice remains an internal form step",마이
web,/app-download,,AppDownloadPage,excluded,A2,,Transient 'moving to app store' progress surface; measure UTM click/redirect result rather than a screen,
web,/maintenance,,ServiceMaintenancePage,screen,"M1,S3",app_maintenance,The web route is browser-only in the coded flow; the same logical maintenance destination is a native overlay inside the app,로그인
web,*,,NotFoundPage,excluded,A3,,"Missing/unauthorized/deleted destination is an error state, not a screen name",
